airline,tweet_text,date,score,magnitude,user,retweet_count,likes_count,location,time_zone
JetBlue Airways,,2023-01-23 05:04:26+00:00,,,Beeurstruly,0,1,Location not available,Time zone not available
JetBlue Airways,  Huge Nets WIN!!! ,2023-01-23 04:59:06+00:00,0.8,0.8,Baol_Baol21,0,0,Location not available,Time zone not available
JetBlue Airways,   Great birthday weekend  ,2023-01-23 04:51:12+00:00,0.9,0.9,mgbushwick1,0,3,Location not available,Time zone not available
JetBlue Airways,"  Good game, they played the Warriors well.

And today they showed that to beat him he has to play giving and giving. 👍🔥🏀",2023-01-23 04:48:35+00:00,0.2,1.9,Carlitozz25,0,0,Location not available,Time zone not available
JetBlue Airways,,2023-01-23 04:46:49+00:00,,,_cumtopapi,0,2,Location not available,Time zone not available
JetBlue Airways,,2023-01-23 04:44:21+00:00,,,raykiz,0,3,Location not available,Time zone not available
JetBlue Airways,  Amazing Comeback and Huge W! ⚪⚫🔥 ,2023-01-23 04:43:15+00:00,0.4,0.8,enziomex7,0,0,Location not available,Time zone not available
JetBlue Airways,,2023-01-23 04:43:04+00:00,,,dashyhav,0,0,Location not available,Time zone not available
JetBlue Airways,  Let’s goo,2023-01-23 04:42:20+00:00,0.7,0.7,kd_hoodie,0,0,Location not available,Time zone not available
JetBlue Airways,  Sorry  for doubting you. Should have known. Take a bow. And so do you . Lets go ,2023-01-23 04:41:45+00:00,0.0,1.6,b_luffrr,0,2,Location not available,Time zone not available
JetBlue Airways,  The only man warriors fear No 11.,2023-01-23 04:38:59+00:00,-0.2,0.2,alainkevin201,0,3,Location not available,Time zone not available
JetBlue Airways,   We ain’t talking about the Celtics. Don’t bring them up just cause you’re mad,2023-01-23 04:38:17+00:00,-0.7,1.4,Brucebrownfan1,0,0,Location not available,Time zone not available
JetBlue Airways,   Didn’t y’all get swept by the same team he beat in the finals WHERE it matters the most,2023-01-23 04:36:49+00:00,-0.3,0.3,COL3E33,0,0,Location not available,Time zone not available
JetBlue Airways,,2023-01-23 04:35:08+00:00,,,ShavedLemonade,0,0,Location not available,Time zone not available
JetBlue Airways,   Loaded healthy team vs team with out kd  ,2023-01-23 04:32:43+00:00,0.6,0.6,billyennis_,0,2,Location not available,Time zone not available
JetBlue Airways,"  Nice win on the road fellas,keep this energy up!",2023-01-23 04:30:44+00:00,0.9,0.9,DanielTashai,0,0,Location not available,Time zone not available
JetBlue Airways,  Basketball way more entertaining than football this weekend!,2023-01-23 04:30:20+00:00,0.7,0.7,CrazySauce13,0,2,Location not available,Time zone not available
JetBlue Airways,,2023-01-23 04:29:30+00:00,,,beenonelik,0,1,Location not available,Time zone not available
JetBlue Airways,  these two ,2023-01-23 04:28:54+00:00,0.0,0.0,topclasszave,0,2,Location not available,Time zone not available
JetBlue Airways,  Damnit I was hoping you mf we’re going to lose tonight. ,2023-01-23 04:27:57+00:00,-0.8,0.8,WRJr81,0,0,Bronx,Time zone not available
JetBlue Airways, Is there a phone number to the customer service counter near gate 8 so I can call them when I land in SD?,2023-01-23 04:25:57+00:00,0.0,0.0,mt12031,0,0,Location not available,Time zone not available
JetBlue Airways,    People wake up with hate in they heart. It's dumb af but we always prove em wrong.,2023-01-23 04:25:52+00:00,-0.7,1.5,Mlogicallysmart,0,1,Location not available,Time zone not available
JetBlue Airways,,2023-01-23 04:25:39+00:00,,,wrldofnets,0,2,Location not available,Time zone not available
JetBlue Airways,  Let’s go💪🏿,2023-01-23 04:25:16+00:00,0.3,0.3,__mr_danquah,0,2,Location not available,Time zone not available
JetBlue Airways,    Bro I miss when Allen was on the team now we got Clax to replace him. Best decision ever,2023-01-23 04:24:34+00:00,0.4,1.1,Mlogicallysmart,0,1,Location not available,Time zone not available
JetBlue Airways,   Y’all lost twice ,2023-01-23 04:24:34+00:00,-0.8,0.8,GogglesReviews,0,2,Location not available,Time zone not available
JetBlue Airways,    them dreads held em back.,2023-01-23 04:23:24+00:00,-0.1,0.1,Mlogicallysmart,0,0,Location not available,Time zone not available
JetBlue Airways,   Great Move Late In The Game By Coach JV.. Ben Out and Joe Shoot…🙏🏾🙌🐐🔥,2023-01-23 04:22:26+00:00,0.0,0.1,Anthony91950871,0,1,Location not available,Time zone not available
JetBlue Airways,,2023-01-23 04:22:18+00:00,,,Starscream11203,0,1,Location not available,Time zone not available
JetBlue Airways,   Aight cool curry just packed up the team that swept the nets in the finals and averaged 30+ you think Kyrie doing dat 🤣🤣,2023-01-23 04:22:09+00:00,-0.1,0.1,nolimitjboy,0,0,Location not available,Time zone not available
JetBlue Airways,,2023-01-23 04:21:08+00:00,,,angelmcfc__,0,0,Location not available,Time zone not available
JetBlue Airways,   What a reach learn to take an L ,2023-01-23 04:20:44+00:00,0.6,0.6,GogglesReviews,0,1,Location not available,Time zone not available
JetBlue Airways,  Well just imagine if we had KD playing this game.. ,2023-01-23 04:20:27+00:00,0.4,0.4,Nahiyan2107,0,19,Location not available,Time zone not available
JetBlue Airways,"   quiet asf. hating a Full Time gig. they’ll just wait til we lose again, say this “was just one game” and shrug it off, like they do for everything he’s done",2023-01-23 04:20:11+00:00,-0.4,1.9,ys1Jay,0,3,Location not available,Time zone not available
JetBlue Airways,,2023-01-23 04:19:46+00:00,,,Jeffers12247791,0,0,Location not available,Time zone not available
JetBlue Airways,  Yes sir,2023-01-23 04:19:44+00:00,0.4,0.4,Rennyboyy,0,1,Location not available,Time zone not available
JetBlue Airways,  Let's go!! Let's all stop getting all negative now and start pumping our boys up. No more talking about trades etc. This is who we going to the dance with.,2023-01-23 04:19:23+00:00,0.4,1.8,MazUmlaut,0,5,Location not available,Time zone not available
JetBlue Airways,   You’re a loser bc you are on a nets post talking about past accomplishments bc Kyrie cooked Steph in the present lol,2023-01-23 04:19:05+00:00,-0.8,0.8,PENNYHAV,0,0,Location not available,Time zone not available
JetBlue Airways,,2023-01-23 04:18:17+00:00,,,DanielAbazie,0,0,Location not available,Time zone not available
JetBlue Airways,,2023-01-23 04:18:09+00:00,,,picolezhi,0,0,Location not available,Time zone not available
JetBlue Airways,   How I’m i a loser when I’m literally stating facts ?,2023-01-23 04:17:56+00:00,-0.8,0.8,nolimitjboy,0,0,Location not available,Time zone not available
JetBlue Airways,  Great comeback 👏,2023-01-23 04:17:42+00:00,0.9,0.9,HelloSnowi,0,0,Location not available,Time zone not available
JetBlue Airways,"  HELL YEAH BOYS. 
WIFEY IS READY FOR ME TONIGHT ",2023-01-23 04:17:38+00:00,0.2,0.5,MikeeyBear,0,18,Location not available,Time zone not available
JetBlue Airways,   Being this much of a loser has to be exhausting,2023-01-23 04:17:28+00:00,-0.8,0.8,PENNYHAV,0,0,Location not available,Time zone not available
JetBlue Airways,   He got doubled,2023-01-23 04:17:14+00:00,-0.1,0.1,Stationmade_,0,2,Location not available,Time zone not available
JetBlue Airways,,2023-01-23 04:16:49+00:00,,,Jadie_Z,0,0,Location not available,Time zone not available
JetBlue Airways,   The best ones I can find ,2023-01-23 04:16:47+00:00,0.9,0.9,Nahiyan2107,1,4,Location not available,Time zone not available
JetBlue Airways,   Lets hope somehow he gets better offensively,2023-01-23 04:16:44+00:00,-0.6,0.6,3lawifcb_,0,2,Location not available,Time zone not available
JetBlue Airways,  Kyrie owns steph and the warriors,2023-01-23 04:16:39+00:00,0.0,0.0,Brucebrownfan1,0,6,Location not available,Time zone not available
JetBlue Airways,   CLAXTON this year is better than Jarrett Allen🔥,2023-01-23 04:16:31+00:00,0.7,0.7,drewny01,0,3,Location not available,Time zone not available
JetBlue Airways,my wood,2023-01-23 04:16:23+00:00,0.0,0.0,Sus9gb5reT7mXxh,0,0,Location not available,Time zone not available
JetBlue Airways,   Kyrie at the first option with no help beat curry with everybody,2023-01-23 04:16:14+00:00,-0.4,0.4,RevisIsTheGoat,0,1,Location not available,Time zone not available
JetBlue Airways,   That don’t even make any sense how can the son achieve more then the dad Kyrie just hit 15k points today curry is at 20+ plus while being injury prone I mean curry beats Kyrie in every category it’s sad,2023-01-23 04:16:11+00:00,-0.8,0.8,nolimitjboy,0,0,Location not available,Time zone not available
JetBlue Airways,,2023-01-23 04:16:07+00:00,,,EbenezerAD3,0,1,Location not available,Time zone not available
JetBlue Airways,  JUICY WIN,2023-01-23 04:15:55+00:00,0.3,0.3,braunstein_adam,0,4,Location not available,Time zone not available
JetBlue Airways,   This version of clax is ass you have to do our boy nice and give him that dpoy buzz cut,2023-01-23 04:15:28+00:00,-0.7,0.7,iturtlez_ok,0,3,Location not available,Time zone not available
JetBlue Airways,  HOW BOUT DEM NETS ,2023-01-23 04:15:23+00:00,0.3,0.3,PharoshuzLyRedi,0,2,Location not available,Time zone not available
JetBlue Airways,,2023-01-23 04:15:18+00:00,,,NetsPokemon,1,7,Location not available,Time zone not available
JetBlue Airways,   How many ring did the warrior killer win the nets???,2023-01-23 04:15:10+00:00,0.0,0.0,ryanhernan,0,0,Location not available,Time zone not available
JetBlue Airways,,2023-01-23 04:15:09+00:00,,,kaixirving,0,1,Location not available,Time zone not available
JetBlue Airways,  Croooooklynnnnn,2023-01-23 04:15:07+00:00,0.3,0.3,moskrilaforeala,0,0,Location not available,Time zone not available
JetBlue Airways,  Now please beat those sixers on Wednesday!!!,2023-01-23 04:15:02+00:00,0.0,0.0,KJ8604,0,2,Location not available,Time zone not available
JetBlue Airways,Kyrie Clax Ben 10,2023-01-23 04:14:54+00:00,0.3,0.3,LifeOfBritton,0,3,Location not available,Time zone not available
JetBlue Airways,  Kyrie and Clax tonight: ,2023-01-23 04:14:43+00:00,0.0,0.0,Nick_Gaulin,1,68,Location not available,Time zone not available
Mesa Airlines Inc.,"Talk with  recruiters about your career, Tuesday, January 24, at the Denver (APA) training center. ",2023-01-21 21:18:02+00:00,0.0,0.0,ATPFlightSchool,0,2,Location not available,Time zone not available
Mesa Airlines Inc.,"Airlines require more from suppliers, but labor issues, parts shortages and parked aircraft are causing significant challenges in a still-recovering market. What investment is needed to reduce this lag?

Register: 
    ",2023-01-16 16:04:50+00:00,-0.3,1.2,AvWeekEvents,2,7,Location not available,Time zone not available
Mesa Airlines Inc.,"    ""This is your plane""
""This is your plane on Mesa""",2023-01-14 20:06:51+00:00,0.3,0.3,iansltx,0,0,Austin,Time zone not available
Mesa Airlines Inc.,    Always an easy answer to understand,2023-01-14 19:54:12+00:00,0.9,0.9,crankyflier,0,1,Location not available,Time zone not available
Mesa Airlines Inc.,"""This plane looks old"" -  
""Nah, it's just a  plane. And  will be seeing more of those."" - me
""Oh."" - her

/cc ",2023-01-14 19:38:20+00:00,0.0,1.7,iansltx,0,1,Location not available,Time zone not available
Northwest Airlines Inc.,   Why is the compass pointing towards the north east?,2023-01-23 08:27:03+00:00,-0.5,0.5,Twitkon1,0,0,Location not available,Time zone not available
Northwest Airlines Inc.,"Northwest Airlines
Douglas DC-10-30 N240NW
AMS/EHAM Amsterdam Airport Schiphol
Photo credit PRM | July 14, 2006
            ",2023-01-23 07:01:00+00:00,0.0,0.0,n194at,5,24,Location not available,Time zone not available
Northwest Airlines Inc.,"              stunning pix! 1st-gen B727, with short fuselage, centre service door on starboard side near the wing and oval-shaped T-tail engine😊 ",2023-01-22 11:37:39+00:00,0.6,1.2,DolorNolet,0,12,Location not available,Time zone not available
Northwest Airlines Inc.,"Northwest Orient
Boeing 727-51 N465US Line 
LAX/KLAX Los Angeles International Airport
Photo credit Ted Quackenbush | March 4, 1987
          
  ",2023-01-22 09:00:00+00:00,0.0,0.0,n194at,9,78,Location not available,Time zone not available
Northwest Airlines Inc.,,2023-01-21 14:31:40+00:00,,,Atarifly2,0,1,Location not available,Time zone not available
Northwest Airlines Inc.,,2023-01-21 02:57:16+00:00,,,douglasfanmd11,0,1,Location not available,Time zone not available
Northwest Airlines Inc.,      Congrats  Well done! And Happy early birthday!,2023-01-20 17:04:13+00:00,0.9,1.9,flyingmoose83,0,0,Location not available,Time zone not available
Northwest Airlines Inc.,"Well, I'm done, 65 tomorrow.  It has been a great ride. I'm a dot.       ",2023-01-20 15:40:33+00:00,0.0,1.6,Spartan_Timothy,1,2,Location not available,Time zone not available
Northwest Airlines Inc.,Kai Tak!,2023-01-20 12:56:47+00:00,0.5,0.5,alpine1989,0,1,Location not available,Time zone not available
Northwest Airlines Inc.,,2023-01-20 02:51:01+00:00,,,Atarifly2,3,20,Location not available,Time zone not available
Northwest Airlines Inc.,,2023-01-19 23:31:01+00:00,,,n194at,8,51,Location not available,Time zone not available
Northwest Airlines Inc., Seem*,2023-01-18 17:10:07+00:00,-0.4,0.4,Zanjero2021,0,0,Location not available,Time zone not available
Northwest Airlines Inc., Know anywhere where I can get a 1:200 Northwest 727 model? They seems hard to find 👀,2023-01-18 17:09:47+00:00,-0.2,0.7,Zanjero2021,0,0,Location not available,Time zone not available
Northwest Airlines Inc.,,2023-01-18 13:41:46+00:00,,,CrispyLanding,0,0,Location not available,Time zone not available
Northwest Airlines Inc.,,2023-01-18 05:07:26+00:00,,,douglasfanmd11,0,0,Location not available,Time zone not available
Northwest Airlines Inc., I only got the chance to fly on their A320s to Memphis on its final years.,2023-01-18 02:16:40+00:00,0.0,0.0,flyingheavy747,0,0,Taoyuan County,Time zone not available
Northwest Airlines Inc., Have faith... lol ,2023-01-18 02:07:26+00:00,0.4,0.8,NiceAirAviation,0,1,Location not available,Time zone not available
Northwest Airlines Inc., Finally. ,2023-01-18 02:01:52+00:00,0.7,0.7,NiceAirAviation,0,0,Location not available,Time zone not available
Northwest Airlines Inc.," Oh yeah! Well, all NW look just fantastic.",2023-01-18 01:58:30+00:00,0.9,1.9,flyingheavy747,0,1,Taoyuan County,Time zone not available
Northwest Airlines Inc.,,2023-01-18 01:49:32+00:00,,,NewEnglandPilot,0,3,Location not available,Time zone not available
Northwest Airlines Inc.," Oh, that’s really nice.",2023-01-18 01:02:03+00:00,0.9,0.9,NW_Airlines,0,2,Location not available,Time zone not available
Northwest Airlines Inc., That Thermometer A320… 🥰,2023-01-18 00:57:10+00:00,0.5,0.5,NW_Airlines,0,4,Location not available,Time zone not available
Northwest Airlines Inc., That Northwest Cargo 747 is a thing of beauty!,2023-01-18 00:50:48+00:00,0.9,0.9,flyingheavy747,0,1,Taoyuan County,Time zone not available
Northwest Airlines Inc., Missed one! ,2023-01-18 00:43:13+00:00,0.6,0.6,NewEnglandPilot,0,1,Norwalk,Time zone not available
Northwest Airlines Inc.," Here’s the two NW birds in my fleet, so far… ",2023-01-18 00:42:02+00:00,0.0,0.0,NewEnglandPilot,4,22,Norwalk,Time zone not available
Northwest Airlines Inc.,,2023-01-17 19:39:16+00:00,,,Atarifly2,4,37,Location not available,Time zone not available
Northwest Airlines Inc.,"Northwest Orient
Boeing 727-251 N296US
SFO/KSFO San Francisco International Airport
Photo credit Augusto Gomez Rojas | July 18, 1982
         
  ",2023-01-16 09:00:00+00:00,0.0,0.0,n194at,9,68,Location not available,Time zone not available
Northwest Airlines Inc.,   Ah People’s Express!!! Those were the days!!!,2023-01-15 16:52:40+00:00,0.1,0.3,BenLaGuire,0,0,Location not available,Time zone not available
Northwest Airlines Inc.,⁦⁩ ⁦⁩  Airlink  ,2023-01-15 00:35:42+00:00,0.3,0.3,Atarifly2,3,21,Location not available,Time zone not available
Northwest Airlines Inc., Worked for Northwest for 39years in reservations.  Great company and wonderful Northwest Family.♥️✈️,2023-01-14 19:25:15+00:00,0.5,1.0,Dorothy97607418,0,3,Location not available,Time zone not available
Northwest Airlines Inc.," Wing and tube is 40 years old technology.
Full composite Lifting-Body list 55 honest benefits and 8 safety improvements to it.

 ",2023-01-13 05:22:51+00:00,0.3,0.7,AerospaceNeuron,0,0,Location not available,Time zone not available
Northwest Airlines Inc., My favorite NW livery!!,2023-01-13 02:56:48+00:00,0.9,0.9,kin34999130,0,2,Location not available,Time zone not available
PSA Airlines Inc.," Airbus A319-112, The worlds friendliest airlines   vía         ",2023-01-20 21:17:19+00:00,0.4,0.4,AlekzTC,0,0,Location not available,Time zone not available
PSA Airlines Inc., I’d rather fly it,2023-01-19 01:37:29+00:00,-0.2,0.2,le_pilot93,0,0,Location not available,Time zone not available
PSA Airlines Inc., Board! ✈️🧳💺,2023-01-18 19:44:20+00:00,0.3,0.7,JordanLetner,0,0,Location not available,Time zone not available
PSA Airlines Inc.," Lemme off, lol",2023-01-18 18:43:40+00:00,-0.2,0.2,Jaspell,0,0,Location not available,Time zone not available
PSA Airlines Inc., First and first is what I like.,2023-01-18 16:08:49+00:00,0.9,0.9,HardleyKurt,0,0,South Carolina,Time zone not available
PSA Airlines Inc., Both Board  and disembark love your planes 😊❤️🛫 ,2023-01-18 16:04:03+00:00,0.8,0.8,aldersonjackson,0,0,Location not available,Time zone not available
PSA Airlines Inc.,"TA experts from  will join us on Jan. 26 to share how to:
🔋 Build talent pipelines &amp; keep candidates engaged
📊 Remain agile with talent strategies
🤝 Re-engage internal teams to retain talent &amp; create paths for 
 
👉  ",2023-01-17 19:00:13+00:00,0.3,0.6,iCIMS,1,1,Location not available,Time zone not available
PSA Airlines Inc.,     Don't ya just love the girls!,2023-01-14 11:35:41+00:00,0.9,0.9,AllenBlessing13,0,1,Location not available,Time zone not available
PSA Airlines Inc.,    WOW....that is amazing!!!!!!,2023-01-14 11:35:05+00:00,0.9,0.9,AllenBlessing13,0,0,Location not available,Time zone not available
PSA Airlines Inc.,"    Best seat in the house, no one next to you",2023-01-13 19:02:12+00:00,0.9,0.9,UnleashDFury,0,0,Location not available,Time zone not available
PSA Airlines Inc.,     Classic!!,2023-01-13 17:29:23+00:00,0.9,0.9,dcfoodsafety,0,0,Location not available,Time zone not available
PSA Airlines Inc.,    Nice!!,2023-01-13 17:26:43+00:00,0.9,0.9,dcfoodsafety,0,0,Location not available,Time zone not available
PSA Airlines Inc.,    Love your stonewashed jeans! Or are they acid washed? ,2023-01-13 17:18:55+00:00,0.4,1.0,SteveRudin7News,1,4,Location not available,Time zone not available
PSA Airlines Inc.,One of the best economy 💺 I’ve had!  Legroom for miles!     ,2023-01-13 15:36:27+00:00,0.7,1.5,Brian7NewsDC,0,29,Location not available,Time zone not available
SkyWest Airlines Inc.,"In Denver, 263 flights were canceled and more than 100 operations are delayed. Affected airlines included , , , , , , , , and .,",2023-01-19 05:49:29+00:00,-0.3,0.7,DonadoAdolfo,0,0,Location not available,Time zone not available
SkyWest Airlines Inc.,          Thanks man! 👊,2023-01-18 22:59:34+00:00,0.5,1.1,MrFindYourPlane,0,1,Location not available,Time zone not available
SkyWest Airlines Inc.,          Awesome shot bro!!,2023-01-18 22:35:49+00:00,0.9,0.9,N230WN,0,1,Location not available,Time zone not available
SkyWest Airlines Inc.,"           I don't want to get you lot too excited but... 
",2023-01-18 20:43:43+00:00,-0.4,0.4,masonrothman,0,4,Location not available,Time zone not available
SkyWest Airlines Inc.,          Thanks bro! 👊 definitely Horizon,2023-01-18 20:42:19+00:00,0.8,1.7,MrFindYourPlane,0,3,Location not available,Time zone not available
SkyWest Airlines Inc.,          Thanks dude! 👊 it was bad out this AM.,2023-01-18 20:41:54+00:00,0.0,1.7,MrFindYourPlane,0,2,Location not available,Time zone not available
SkyWest Airlines Inc.,          Nice shot! But I've gotta say it. Horizon over Skywest ,2023-01-18 20:12:54+00:00,0.2,1.2,Baqir_KPAE,1,10,Mukilteo,Time zone not available
SkyWest Airlines Inc.,"          Nice shot, fog is nice.",2023-01-18 20:10:36+00:00,0.9,0.9,SR_Planespotter,0,2,Location not available,Time zone not available
SkyWest Airlines Inc.,"So  why do you let  paint your name on their grubby airplanes? How come their windows are always funky and scratched, and the Delta planes are so nice? ",2023-01-17 22:57:27+00:00,-0.5,1.0,omark6,0,1,Location not available,Time zone not available
SkyWest Airlines Inc.,"is at the  airport.
/ 
",2023-01-17 18:17:27+00:00,0.0,0.1,RyanDDowns,0,0,Airport-Boise Air Terminal,Time zone not available
SkyWest Airlines Inc.,  Does that mean no more buses?,2023-01-17 04:58:58+00:00,-0.2,0.2,jobrat,0,0,Location not available,Time zone not available
SkyWest Airlines Inc.,"It really sucks  pulled their service from Kearney, Nebraska. Flying with DAC was horrible.  ",2023-01-17 02:49:57+00:00,-0.8,1.6,bob_planter,0,0,Location not available,Time zone not available
SkyWest Airlines Inc.,"I or i
L or l
 
 
 
 
 
 2186000234
 ",2023-01-14 21:36:38+00:00,0.1,0.4,Christo78586621,0,0,Minneapolis Public Housing Authority,Time zone not available
SkyWest Airlines Inc.,"Avgeek heaven 🤯 now I'm hungry.

This In-N-Out, just a thousand feet from the runway at Los Angeles International Airport (LAX), is a prime spot for both burgers and jets.   arriving to  from one of its several daily legs 

  ",2023-01-13 10:58:44+00:00,0.3,0.9,AeroMarcos320,3,30,Location not available,Time zone not available
Southwest Airlines Co.,Flew into town for lapc tonight. Very rough flight. There was crying and screaming. Pilot said his worst turbulence in 22 years. Thanks to the  crew for bringing us in safely,2023-01-23 08:32:33+00:00,-0.2,3.3,jgrimes42,0,1,Commerce,Time zone not available
Southwest Airlines Co.,  Excellent. A reliable Southwest is critical to the US.  Let's fine them $70 million to help remind them of this incident when they make software investment plans.  Make it a business case for other super-scaled providers of critical US consumer services.,2023-01-23 08:17:29+00:00,0.1,1.8,murphy324,0,0,Location not available,Time zone not available
Southwest Airlines Co., So what about your Customer service agent and Flight Attendants you screwed over? FK them roght since you can run an airline without them correct? Oh wait no you can’t. Management were hoding in their cushy penthouse when all took place. FK CEOs ,2023-01-23 08:14:16+00:00,-0.4,3.0,eric85557575,0,0,Location not available,Time zone not available
Southwest Airlines Co.,  no let's talk about it,2023-01-23 06:53:58+00:00,-0.3,0.3,shakethissoon,0,0,Location not available,Time zone not available
Southwest Airlines Co., tonight at Southwest airlines representative shoved me in the arm to tell me I needed to put my bag in the overhead bin even though prior to the fight they said like 30 times that only rolling bags could go in the overhead bin.,2023-01-23 06:50:49+00:00,-0.7,0.7,WomaninAmerica1,0,0,Location not available,Time zone not available
Southwest Airlines Co., I haven’t received any option for compensation for my Christmas travel delay cancellation fiasco.,2023-01-23 06:49:40+00:00,-0.8,0.8,WomaninAmerica1,0,0,Location not available,Time zone not available
Southwest Airlines Co.,why does it take so long to get bag from baggage claim like this is crazy...what are y'all doing back there  😭,2023-01-23 06:47:21+00:00,-0.8,0.8,pinkcinnamonn,0,1,Location not available,Time zone not available
Southwest Airlines Co.,  yeah definitely always american or united for me,2023-01-23 06:39:04+00:00,0.8,0.8,carolezehner2,0,1,Location not available,Time zone not available
Southwest Airlines Co., bumpiest ride ever 😒I almost got religious,2023-01-23 06:36:18+00:00,0.0,0.0,chrixbojo,0,1,Location not available,Time zone not available
Southwest Airlines Co., you left me stranded…,2023-01-23 06:34:50+00:00,-0.9,0.9,WomaninAmerica1,0,0,Location not available,Time zone not available
Southwest Airlines Co.,lol not the best message . wait until your internal systems are overhauled and improvements are significantly better ,2023-01-23 06:34:27+00:00,-0.4,0.8,zarc0phagus,0,0,Location not available,Time zone not available
Southwest Airlines Co.,,2023-01-23 06:34:15+00:00,,,WomaninAmerica1,0,0,Location not available,Time zone not available
Southwest Airlines Co.,go alv,2023-01-23 06:31:49+00:00,0.1,0.1,yorchEETOH,0,0,Location not available,Time zone not available
Southwest Airlines Co., respond to my DM before I have a seizure from not having seizure meds that were left on your plane. Thanks.,2023-01-23 06:24:21+00:00,0.2,1.0,crittosm,0,0,Location not available,Time zone not available
Southwest Airlines Co.,"Well,  isn't working very hard to fix their problems.  An hour sitting on the runway waiting to take off.   Finally landed in Dallas 5 hours after we boarded in LaGuardia, and now we are sitting on the plane waiting on a gate.",2023-01-23 06:00:31+00:00,-0.7,2.1,jksdfw,0,0,Location not available,Time zone not available
Southwest Airlines Co.,My dms regarding my case status have gone unanswered for weeks now. Can you please help   ,2023-01-23 05:55:23+00:00,-0.6,1.2,sisilz3,0,0,Location not available,Time zone not available
Southwest Airlines Co.,Ok 10 days going on 11 tomrw on  has not emailed me back. I see why people fly delta or American now,2023-01-23 05:48:16+00:00,-0.5,1.0,MonicaCalaway,0,2,Location not available,Time zone not available
Southwest Airlines Co.,"I thought   was bad.  took home the price for worst airline today. Still on this plane that was supposed to at 12:04, it’s now 12:44!!! Just amazing.",2023-01-23 05:46:30+00:00,-0.3,3.3,AJRazim,0,0,Location not available,Time zone not available
Southwest Airlines Co.,Thank u  for taking care of the issues we had traveling over Christmas. I enjoy flying with u so I’m so glad it was taken care of!,2023-01-23 05:44:14+00:00,0.9,1.8,Bruts413,0,0,Location not available,Time zone not available
Southwest Airlines Co.,I guess I’ve joined the growing list of people annoyed with . time to fix your checkout and ticket confirmation process 🙄,2023-01-23 05:34:12+00:00,-0.5,1.1,KBSmithWrites,0,0,Location not available,Time zone not available
Southwest Airlines Co., comes through!   All bags from  to  didn’t get put on the flight!!  Nice to be filling out lost luggage forms at 11:15pm. ,2023-01-23 05:18:16+00:00,0.1,1.4,GlasserDavid,0,1,Location not available,Time zone not available
Southwest Airlines Co.,Who’s gonna tell  that the space between the posts for boarding is not enough for 5 people and their bags,2023-01-23 05:15:47+00:00,-0.6,0.6,naijanneka,0,0,Location not available,Time zone not available
Southwest Airlines Co., Who do I DM it to?,2023-01-23 05:03:39+00:00,-0.1,0.1,plato_1986,0,0,Location not available,Time zone not available
Southwest Airlines Co.,"PSA: Dear Flight Attendants, When your flight lands at  you’re not obligated to say “Roll Tide”. In fact, you’re probably ruining what was a nice flight for half of your guests. Looking at you,  ",2023-01-23 05:02:13+00:00,-0.4,1.2,bhamblonde,0,0,Location not available,Time zone not available
Southwest Airlines Co.,"""Arkansas Storm Team Weather Blog: Winter Storm To Bring Several Inches Of Snow Tuesday | KARK"" 
              ",2023-01-23 04:49:07+00:00,0.1,0.1,WineandFilmLady,0,0,Location not available,Time zone not available
Southwest Airlines Co.,  can you do an episode on  and the way an incredible brand has lit itself on fire over the last year? Would love to hear your perspectives. Thank you!,2023-01-23 04:48:05+00:00,0.6,2.0,hannah_pechan,0,0,Location not available,Time zone not available
Southwest Airlines Co.," what is going on?!! I can’t get a response from anyone, even my DMs just get an auto response. My case # is 60826104. I haven’t received any update about my reimbursement and it’s been 3 weeks. And I HAVE written a DM already, before u tell me to write one.",2023-01-23 04:46:19+00:00,-0.6,3.2,CalZafiro,0,0,Location not available,Time zone not available
Southwest Airlines Co.,"Update on  Holiday cancellations. Full refund of established expenses plus extra points. Fair enough; we owe each other Kindness, let’s do better.",2023-01-23 04:41:31+00:00,0.0,0.9,GHugohills,1,1,Location not available,Time zone not available
Southwest Airlines Co.,Me to  : ,2023-01-23 04:35:38+00:00,0.3,0.3,Chris_Gnarly_,0,0,Location not available,Time zone not available
Southwest Airlines Co.," flight  pilots. Overall great flight, however we need to work on our landings 7.6 ",2023-01-23 04:28:19+00:00,0.0,0.1,HarryMcIntyre_1,0,0,Location not available,Time zone not available
Southwest Airlines Co.,   do you know who this is??? It’s Beverly freakin Goldberg and this isn’t the one you want to play with !!!,2023-01-23 04:24:33+00:00,-0.5,1.1,umicant1,0,0,Location not available,Time zone not available
Southwest Airlines Co.,"I spent many years being very accomodating but when  steward pulls down my safely stowed nearly empty backpack and tells me to stow it in my foot space because of a full flight of people who ALL bring SUITCASES as a carry-on, I done near started trouble.",2023-01-23 04:22:49+00:00,-0.6,0.6,aime_ama,0,0,Location not available,Time zone not available
Southwest Airlines Co., But no answer mmkay,2023-01-23 04:18:37+00:00,-0.8,0.8,Ms_Riss78,0,0,New Bedford,Time zone not available
Southwest Airlines Co., I have some Luv vouchers that showed a different expiration date and now show as can’t be found. Can y’all help with this please?  I would greatly appreciate it!,2023-01-23 04:15:14+00:00,0.0,2.1,LinRe88,0,0,Location not available,Time zone not available
Southwest Airlines Co.,  No wifi on my flights on Thursday or Friday either.,2023-01-23 04:13:52+00:00,-0.7,0.7,MeaganBright,0,1,Location not available,Time zone not available
